what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1378687558408
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378687572947
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1378687572978
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378687588302
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378687597209
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1378687598395
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378687600641
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378687602279
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378687602872
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378687611066
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378687612018
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378687612626
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378687620711
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378687626233
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378687629509
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378687632895
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378687634283
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378687636233
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378687638199
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378687671209
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378687672909
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378687715123
