what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378679631605
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679635239
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679643570
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378679643585
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679649186
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679671572
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378679675706
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378679676424
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378679676798
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378679681307
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1378679684411
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378679690807
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378679692199
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378679692917
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378679693463
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378679694727
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378679695195
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378679697831
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378679698237
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378679699110
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679701497
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679702511
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378679703447
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378679703946
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679708550
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679715290
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378679716321
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1378679720549
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679722358
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679723404
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378679724121
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378679724888
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679727056
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679740207
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679743282
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679797854
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378679799131
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679809681
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679810804
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378679813144
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679813723
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679816908
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378679816923
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378679819373
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378679819700
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679825599
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679838112
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378679838128
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378679838643
