what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1378627399066
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1378627399066
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1378627399066
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1378627399066
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1378627399066
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1378627399066
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1378627399066
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1378627399082
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1378627399082
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1378627399082
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1378627399082
os,sysinfo,,,"win32",1378627399082
arch,sysinfo,,,"x86_64",1378627399082
ws,sysinfo,,,"win32",1378627399082
locale,sysinfo,,,"es_MX",1378627399082
processors,sysinfo,,,"3",1378627399082
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1378627399082
java.runtime.version,sysinfo,,,"1.6.0_45-b06",1378627399082
java.specification.name,sysinfo,,,"Java Platform API Specification",1378627399082
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1378627399082
java.specification.version,sysinfo,,,"1.6",1378627399082
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1378627399082
java.version,sysinfo,,,"1.6.0_45",1378627399082
java.vm.info,sysinfo,,,"mixed mode",1378627399082
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1378627399082
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1378627399082
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1378627399082
java.vm.specification.version,sysinfo,,,"1.0",1378627399082
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1378627399082
java.vm.version,sysinfo,,,"20.45-b01",1378627399082
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378627412406
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378627429862
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378627465814
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378627470473
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378627493405
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378627493509
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378627494651
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378627497539
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378627498725
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378627498865
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378627498865
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378627499817
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378627499817
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378627500893
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378627502593
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378627502687
