what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378681988313
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378681998824
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378682032254
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378682033300
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378682079620
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378682080338
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378682153596
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378682155250
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378682155983
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378682157371
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378682157558
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378682163034
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378682168712
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378682173814
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378682173814
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378682175608
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1378682192437
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378682192453
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1378682194060
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1378682194606
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378682197601
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378682197788
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378682207148
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378682208895
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378682212468
