what,kind,bundleId,bundleVersion,description,time
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1378694593951
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1378694593951
java.vm.specification.version,sysinfo,,,"1.0",1378694593951
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1378694593951
java.vm.version,sysinfo,,,"20.45-b01",1378694593951
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378694612991
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378694626740
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378694642083
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378694697172
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378694697321
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378694697419
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378694703123
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1378694710371
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378694712639
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1378694717118
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378694719686
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378694750289
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378694768350
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1378694770081
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1378694770152
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1378694770165
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1378694770202
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1378694770218
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1378694770222
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1378694770226
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1378694770246
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1378694770250
