what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378678992494
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378678992794
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378678994194
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378678996665
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679026770
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679031762
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679091950
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679102059
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679104290
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378679105491
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679106099
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679129812
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679347902
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378679350196
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378679361630
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679367013
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679378167
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679378182
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679380990
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679381879
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679385951
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378679385967
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378679386700
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679388556
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679389539
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679392628
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378679420178
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1378679425123
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378679425934
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378679436901
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378679436917
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1378679447806
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1378679449100
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1378679473546
