what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378690954084
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378690954532
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378690957178
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378690958380
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378690959398
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378690960093
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378690972557
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378690981751
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691007207
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691025024
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1378691031391
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378691033949
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691041859
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691042966
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691045057
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691046055
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378691046071
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378691046351
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691049491
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691057650
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378691058133
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378691059210
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378691064311
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378691065044
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691070161
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691071175
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691071971
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691072720
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378691072751
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378691072891
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691074908
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691079946
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378691079978
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1378691086670
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691090399
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691091366
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691092021
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691093097
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378691093129
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378691093331
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691094615
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691099451
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378691099497
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1378691102992
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691104396
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691105550
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691106876
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691108280
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378691108327
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378691108545
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691109813
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691114852
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378691114867
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691118658
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378691186852
