what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1378698058579
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1378698058580
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1378698058580
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1378698058581
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1378698058582
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1378698058583
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1378698058584
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1378698058586
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1378698058587
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1378698058588
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1378698058588
os,sysinfo,,,"win32",1378698058592
arch,sysinfo,,,"x86_64",1378698058592
ws,sysinfo,,,"win32",1378698058592
locale,sysinfo,,,"es_MX",1378698058592
processors,sysinfo,,,"3",1378698058592
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1378698058592
java.runtime.version,sysinfo,,,"1.6.0_45-b06",1378698058592
java.specification.name,sysinfo,,,"Java Platform API Specification",1378698058592
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1378698058592
java.specification.version,sysinfo,,,"1.6",1378698058592
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1378698058592
java.version,sysinfo,,,"1.6.0_45",1378698058592
java.vm.info,sysinfo,,,"mixed mode",1378698058592
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1378698058592
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1378698058592
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1378698058592
java.vm.specification.version,sysinfo,,,"1.0",1378698058592
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1378698058592
java.vm.version,sysinfo,,,"20.45-b01",1378698058592
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378698070909
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378698151813
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378698152537
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378698155278
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378698165190
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378698171675
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1378698185425
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1378698185813
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1378698185827
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1378698185871
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1378698185926
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378698187857
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1378698188430
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378698189707
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378698189749
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378698189965
