what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378655144611
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378655147922
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655172570
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655174520
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378655175285
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378655175550
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655178643
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1378655186131
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655186646
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378655188050
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655200015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655201232
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378655202137
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378655202371
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655205040
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655220921
activated,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1378655220937
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378655223183
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655228877
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655229844
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378655230624
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378655231498
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378655231950
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378655232372
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1378655233936
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655234294
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655257819
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378655258241
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378655258537
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378655259036
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378655259052
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378655259083
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1378655259832
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378655260627
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378655261407
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378655261922
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1378655261922
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655272686
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655273576
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378655275416
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378655275744
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655278494
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655281598
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655282284
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655291910
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378655291941
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378655292768
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655297978
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655298899
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378655299491
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378655299757
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378655306077
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655307999
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655316533
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1378655316595
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655323958
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655325066
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655327000
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655327921
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1378655327968
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1378655328389
no handler,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1378655328404
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655330358
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1378655345023
